2024.03.04,09:40,1.06969,1.06975,1.06948,1.06953,512
2024.03.04,09:45,1.06952,1.06963,1.06935,1.06950,639
2024.03.04,09:50,1.06950,1.06954,1.06934,1.06935,431
2024.03.04,09:55,1.06936,1.06951,1.06934,1.06942,343
2024.03.04,10:00,1.06944,1.06946,1.06922,1.06924,463
2024.03.04,10:05,1.06925,1.06931,1.06905,1.06910,586
2024.03.04,10:10,1.06909,1.06914,1.06874,1.06899,555
2024.03.04,10:15,1.06898,1.06899,1.06857,1.06867,647
2024.03.04,10:20,1.06867,1.06872,1.06833,1.06840,585
2024.03.04,10:25,1.06841,1.06844,1.06815,1.06818,406
2024.03.04,10:30,1.06816,1.06824,1.06795,1.06815,434
2024.03.04,10:35,1.06814,1.06844,1.06807,1.06833,501
2024.03.04,10:40,1.06834,1.06838,1.06816,1.06824,494
2024.03.04,10:45,1.06824,1.06825,1.06810,1.06810,410
2024.03.04,10:50,1.06809,1.06821,1.06809,1.06817,362
2024.03.04,10:55,1.06816,1.06831,1.06812,1.06825,379
2024.03.04,11:00,1.06824,1.06825,1.06802,1.06812,296
2024.03.04,11:05,1.06811,1.06819,1.06800,1.06816,470
2024.03.04,11:10,1.06817,1.06835,1.06813,1.06834,403
2024.03.04,11:15,1.06833,1.06838,1.06823,1.06828,448
2024.03.04,11:20,1.06829,1.06841,1.06817,1.06840,348
2024.03.04,11:25,1.06839,1.06841,1.06825,1.06837,299
2024.03.04,11:30,1.06838,1.06841,1.06823,1.06838,452
2024.03.04,11:35,1.06836,1.06836,1.06820,1.06829,407
2024.03.04,11:40,1.06830,1.06836,1.06824,1.06824,334
2024.03.04,11:45,1.06826,1.06833,1.06822,1.06829,394
2024.03.04,11:50,1.06831,1.06847,1.06828,1.06845,428
2024.03.04,11:55,1.06845,1.06851,1.06841,1.06849,473
2024.03.04,12:00,1.06847,1.06863,1.06846,1.06862,369
2024.03.04,12:05,1.06863,1.06864,1.06854,1.06861,306
2024.03.04,12:10,1.06860,1.06864,1.06846,1.06851,420
2024.03.04,12:15,1.06850,1.06857,1.06846,1.06853,376
2024.03.04,12:20,1.06853,1.06865,1.06848,1.06860,387
2024.03.04,12:25,1.06864,1.06864,1.06849,1.06851,288
2024.03.04,12:30,1.06851,1.06874,1.06850,1.06871,400
2024.03.04,12:35,1.06870,1.06872,1.06850,1.06864,341
2024.03.04,12:40,1.06863,1.06877,1.06858,1.06867,408
2024.03.04,12:45,1.06868,1.06888,1.06866,1.06885,307
2024.03.04,12:50,1.06884,1.06891,1.06875,1.06878,346
2024.03.04,12:55,1.06880,1.06891,1.06879,1.06891,267
2024.03.04,13:00,1.06890,1.06892,1.06872,1.06872,463
2024.03.04,13:05,1.06875,1.06880,1.06865,1.06877,460
2024.03.04,13:10,1.06878,1.06887,1.06875,1.06882,441
2024.03.04,13:15,1.06882,1.06904,1.06882,1.06895,377
2024.03.04,13:20,1.06894,1.06910,1.06892,1.06900,388
2024.03.04,13:25,1.06901,1.06906,1.06896,1.06904,422
2024.03.04,13:30,1.06902,1.06907,1.06892,1.06897,477
2024.03.04,13:35,1.06900,1.06901,1.06884,1.06889,462
2024.03.04,13:40,1.06889,1.06893,1.06879,1.06886,266
2024.03.04,13:45,1.06887,1.06896,1.06884,1.06885,348
2024.03.04,13:50,1.06884,1.06888,1.06874,1.06886,380
2024.03.04,13:55,1.06885,1.06890,1.06880,1.06889,429
2024.03.04,14:00,1.06890,1.06897,1.06879,1.06883,716
2024.03.04,14:05,1.06884,1.06897,1.06880,1.06895,446
2024.03.04,14:10,1.06894,1.06894,1.06877,1.06884,544
2024.03.04,14:15,1.06884,1.06889,1.06876,1.06883,471
2024.03.04,14:20,1.06882,1.06899,1.06881,1.06889,817
2024.03.04,14:25,1.06888,1.06903,1.06883,1.06891,654
2024.03.04,14:30,1.06890,1.06907,1.06888,1.06901,628
2024.03.04,14:35,1.06900,1.06915,1.06897,1.06910,719
2024.03.04,14:40,1.06908,1.06925,1.06908,1.06919,651
2024.03.04,14:45,1.06919,1.06923,1.06901,1.06901,533
2024.03.04,14:50,1.06902,1.06905,1.06884,1.06894,512
2024.03.04,14:55,1.06894,1.06902,1.06888,1.06896,587
2024.03.04,15:00,1.06895,1.06903,1.06886,1.06895,630
2024.03.04,15:05,1.06895,1.06905,1.06889,1.06894,853
2024.03.04,15:10,1.06895,1.06902,1.06886,1.06889,696
2024.03.04,15:15,1.06889,1.06892,1.06877,1.06887,899
2024.03.04,15:20,1.06886,1.06892,1.06877,1.06891,556
2024.03.04,15:25,1.06891,1.06892,1.06874,1.06877,540
2024.03.04,15:30,1.06877,1.06901,1.06874,1.06894,1139
2024.03.04,15:35,1.06895,1.06897,1.06868,1.06882,899
2024.03.04,15:40,1.06883,1.06898,1.06878,1.06891,574
2024.03.04,15:45,1.06892,1.06899,1.06864,1.06866,778
2024.03.04,15:50,1.06865,1.06868,1.06809,1.06814,889
2024.03.04,15:55,1.06813,1.06814,1.06779,1.06804,743
2024.03.04,16:00,1.06805,1.06811,1.06781,1.06805,813
2024.03.04,16:05,1.06804,1.06817,1.06798,1.06806,743
2024.03.04,16:10,1.06805,1.06815,1.06789,1.06803,806
2024.03.04,16:15,1.06804,1.06809,1.06785,1.06787,665
2024.03.04,16:20,1.06786,1.06794,1.06773,1.06779,658
2024.03.04,16:25,1.06778,1.06813,1.06773,1.06810,630
2024.03.04,16:30,1.06811,1.06824,1.06803,1.06813,672
2024.03.04,16:35,1.06812,1.06839,1.06811,1.06831,409
2024.03.04,16:40,1.06831,1.06833,1.06796,1.06802,515
2024.03.04,16:45,1.06803,1.06834,1.06802,1.06831,622
2024.03.04,16:50,1.06831,1.06855,1.06811,1.06853,545
2024.03.04,16:55,1.06852,1.06885,1.06852,1.06883,787
2024.03.04,17:00,1.06884,1.06901,1.06858,1.06861,851
2024.03.04,17:05,1.06861,1.06873,1.06852,1.06867,587
2024.03.04,17:10,1.06868,1.06877,1.06857,1.06861,666
2024.03.04,17:15,1.06860,1.06871,1.06853,1.06867,543
2024.03.04,17:20,1.06867,1.06880,1.06860,1.06866,679
2024.03.04,17:25,1.06866,1.06870,1.06848,1.06854,572
2024.03.04,17:30,1.06853,1.06873,1.06849,1.06865,516
2024.03.04,17:35,1.06866,1.06876,1.06860,1.06868,496
2024.03.04,17:40,1.06866,1.06874,1.06862,1.06866,483
2024.03.04,17:45,1.06864,1.06878,1.06862,1.06873,613
2024.03.04,17:50,1.06875,1.06882,1.06869,1.06881,585
2024.03.04,17:55,1.06882,1.06882,1.06867,1.06872,413
2024.03.04,18:00,1.06873,1.06877,1.06863,1.06867,723
2024.03.04,18:05,1.06868,1.06874,1.06846,1.06847,577
2024.03.04,18:10,1.06846,1.06860,1.06844,1.06850,531
2024.03.04,18:15,1.06851,1.06852,1.06842,1.06849,479
2024.03.04,18:20,1.06849,1.06850,1.06835,1.06849,379
2024.03.04,18:25,1.06849,1.06860,1.06846,1.06857,309
2024.03.04,18:30,1.06858,1.06864,1.06856,1.06857,255
2024.03.04,18:35,1.06858,1.06868,1.06856,1.06861,350
2024.03.04,18:40,1.06861,1.06861,1.06852,1.06854,177
2024.03.04,18:45,1.06855,1.06859,1.06847,1.06858,217
2024.03.04,18:50,1.06857,1.06864,1.06850,1.06856,266
2024.03.04,18:55,1.06855,1.06865,1.06853,1.06858,397
2024.03.04,19:00,1.06859,1.06865,1.06854,1.06855,343
2024.03.04,19:05,1.06852,1.06863,1.06851,1.06859,234
2024.03.04,19:10,1.06858,1.06868,1.06854,1.06858,318
2024.03.04,19:15,1.06860,1.06868,1.06852,1.06867,199
2024.03.04,19:20,1.06866,1.06876,1.06862,1.06865,164
2024.03.04,19:25,1.06862,1.06873,1.06859,1.06863,235
2024.03.04,19:30,1.06864,1.06868,1.06856,1.06860,162
2024.03.04,19:35,1.06861,1.06865,1.06854,1.06855,242
2024.03.04,19:40,1.06856,1.06867,1.06851,1.06853,190
2024.03.04,19:45,1.06852,1.06866,1.06848,1.06863,294
2024.03.04,19:50,1.06861,1.06871,1.06855,1.06868,140
2024.03.04,19:55,1.06868,1.06880,1.06867,1.06876,153
2024.03.04,20:00,1.06877,1.06879,1.06861,1.06866,187
2024.03.04,20:05,1.06867,1.06869,1.06857,1.06860,147
2024.03.04,20:10,1.06858,1.06861,1.06848,1.06848,238
2024.03.04,20:15,1.06848,1.06849,1.06833,1.06836,207
2024.03.04,20:20,1.06837,1.06838,1.06825,1.06827,194
2024.03.04,20:25,1.06826,1.06829,1.06819,1.06825,188
2024.03.04,20:30,1.06824,1.06832,1.06819,1.06827,149
2024.03.04,20:35,1.06826,1.06843,1.06825,1.06840,266
2024.03.04,20:40,1.06840,1.06840,1.06827,1.06830,318
2024.03.04,20:45,1.06830,1.06832,1.06812,1.06817,304
2024.03.04,20:50,1.06819,1.06821,1.06806,1.06817,355
2024.03.04,20:55,1.06817,1.06821,1.06801,1.06807,299
2024.03.04,21:00,1.06807,1.06811,1.06799,1.06806,252
2024.03.04,21:05,1.06806,1.06811,1.06800,1.06804,201
2024.03.04,21:10,1.06804,1.06811,1.06796,1.06807,271
2024.03.04,21:15,1.06807,1.06809,1.06799,1.06800,241
2024.03.04,21:20,1.06798,1.06806,1.06797,1.06805,208
2024.03.04,21:25,1.06804,1.06822,1.06801,1.06806,211
2024.03.04,21:30,1.06807,1.06811,1.06798,1.06800,291
2024.03.04,21:35,1.06799,1.06800,1.06783,1.06787,338
2024.03.04,21:40,1.06788,1.06791,1.06775,1.06780,335
2024.03.04,21:45,1.06779,1.06785,1.06773,1.06782,372
2024.03.04,21:50,1.06782,1.06788,1.06778,1.06780,339
2024.03.04,21:55,1.06779,1.06786,1.06770,1.06776,345
2024.03.04,22:00,1.06775,1.06783,1.06769,1.06775,188
2024.03.04,22:05,1.06776,1.06800,1.06773,1.06799,237
2024.03.04,22:10,1.06800,1.06820,1.06800,1.06812,211
2024.03.04,22:15,1.06811,1.06821,1.06810,1.06817,211
2024.03.04,22:20,1.06817,1.06833,1.06816,1.06829,151
2024.03.04,22:25,1.06829,1.06833,1.06827,1.06829,155
2024.03.04,22:30,1.06830,1.06832,1.06816,1.06828,84
2024.03.04,22:35,1.06827,1.06828,1.06821,1.06824,46
2024.03.04,22:40,1.06823,1.06840,1.06822,1.06827,164
2024.03.04,22:45,1.06825,1.06834,1.06813,1.06817,136
2024.03.04,22:50,1.06811,1.06812,1.06800,1.06801,114
2024.03.04,22:55,1.06800,1.06805,1.06762,1.06784,166
2024.03.04,23:00,1.06541,1.06788,1.06469,1.06730,47
2024.03.04,23:05,1.06730,1.06751,1.06693,1.06719,63
2024.03.04,23:10,1.06716,1.06755,1.06706,1.06755,66
2024.03.04,23:15,1.06755,1.06768,1.06731,1.06738,53
2024.03.04,23:20,1.06738,1.06743,1.06737,1.06743,24
2024.03.04,23:25,1.06740,1.06743,1.06738,1.06740,27
2024.03.04,23:30,1.06751,1.06770,1.06748,1.06767,243
2024.03.04,23:35,1.06765,1.06785,1.06752,1.06780,138
2024.03.04,23:40,1.06780,1.06793,1.06747,1.06760,185
2024.03.04,23:45,1.06759,1.06772,1.06743,1.06759,194
2024.03.04,23:50,1.06761,1.06770,1.06741,1.06743,172
2024.03.04,23:55,1.06746,1.06779,1.06743,1.06766,268
